Time;Symbol;FloatingPnL;Magic;PnLPercent
2025.07.17 21:55;NZDUSD;-85.00;0;-0.85
2025.07.17 21:55;AUDUSD;2.00;0;0.02
2025.07.17 21:55;TOTAL;-83.00;-;-0.83
2025.07.17 21:56;NZDUSD;-76.00;0;-0.76
2025.07.17 21:56;AUDUSD;-9.00;0;-0.09
2025.07.17 21:56;TOTAL;-85.00;-;-0.85
2025.07.17 21:57;NZDUSD;-78.00;0;-0.78
2025.07.17 21:57;AUDUSD;-9.00;0;-0.09
2025.07.17 21:57;TOTAL;-87.00;-;-0.87
2025.07.17 21:58;NZDUSD;-77.00;0;-0.77
2025.07.17 21:58;AUDUSD;-7.00;0;-0.07
2025.07.17 21:58;TOTAL;-84.00;-;-0.84
2025.07.17 21:59;NZDUSD;-80.00;0;-0.80
2025.07.17 21:59;AUDUSD;-10.00;0;-0.10
2025.07.17 21:59;TOTAL;-90.00;-;-0.90
2025.07.17 22:00;NZDUSD;-68.00;0;-0.68
2025.07.17 22:00;AUDUSD;-19.00;0;-0.19
2025.07.17 22:00;TOTAL;-87.00;-;-0.87
2025.07.17 22:01;NZDUSD;-68.00;0;-0.68
2025.07.17 22:01;AUDUSD;-16.00;0;-0.16
2025.07.17 22:01;TOTAL;-84.00;-;-0.84
2025.07.17 22:02;NZDUSD;-64.00;0;-0.64
2025.07.17 22:02;AUDUSD;-22.00;0;-0.22
2025.07.17 22:02;TOTAL;-86.00;-;-0.86
2025.07.17 22:03;NZDUSD;-64.00;0;-0.64
2025.07.17 22:03;AUDUSD;-20.00;0;-0.20
2025.07.17 22:03;TOTAL;-84.00;-;-0.84
2025.07.17 22:04;NZDUSD;-62.00;0;-0.62
2025.07.17 22:04;AUDUSD;-23.00;0;-0.23
2025.07.17 22:04;TOTAL;-85.00;-;-0.85
2025.07.17 22:05;NZDUSD;-59.00;0;-0.59
2025.07.17 22:05;AUDUSD;-24.00;0;-0.24
2025.07.17 22:05;TOTAL;-83.00;-;-0.83
2025.07.17 22:06;NZDUSD;-50.00;0;-0.50
2025.07.17 22:06;AUDUSD;-32.00;0;-0.32
2025.07.17 22:06;TOTAL;-82.00;-;-0.82
2025.07.17 22:07;NZDUSD;-46.00;0;-0.46
2025.07.17 22:07;AUDUSD;-32.00;0;-0.32
2025.07.17 22:07;TOTAL;-78.00;-;-0.78
2025.07.17 22:08;NZDUSD;-49.00;0;-0.49
2025.07.17 22:08;AUDUSD;-31.00;0;-0.31
2025.07.17 22:08;TOTAL;-80.00;-;-0.80
2025.07.17 22:09;NZDUSD;-47.00;0;-0.47
2025.07.17 22:09;AUDUSD;-36.00;0;-0.36
2025.07.17 22:09;TOTAL;-83.00;-;-0.83
2025.07.17 22:10;NZDUSD;-42.00;0;-0.42
2025.07.17 22:10;AUDUSD;-37.00;0;-0.37
2025.07.17 22:10;TOTAL;-79.00;-;-0.79
2025.07.17 22:11;NZDUSD;-41.00;0;-0.41
2025.07.17 22:11;AUDUSD;-38.00;0;-0.38
2025.07.17 22:11;TOTAL;-79.00;-;-0.79
2025.07.17 22:12;NZDUSD;-42.00;0;-0.42
2025.07.17 22:12;AUDUSD;-37.00;0;-0.37
2025.07.17 22:12;TOTAL;-79.00;-;-0.79
2025.07.17 22:13;NZDUSD;-41.00;0;-0.41
2025.07.17 22:13;AUDUSD;-37.00;0;-0.37
2025.07.17 22:13;TOTAL;-78.00;-;-0.78
2025.07.17 22:14;NZDUSD;-42.00;0;-0.42
2025.07.17 22:14;AUDUSD;-38.00;0;-0.38
2025.07.17 22:14;TOTAL;-80.00;-;-0.80
2025.07.17 22:15;NZDUSD;-44.00;0;-0.44
2025.07.17 22:15;AUDUSD;-38.00;0;-0.38
2025.07.17 22:15;TOTAL;-82.00;-;-0.82
2025.07.17 22:16;NZDUSD;-37.00;0;-0.37
2025.07.17 22:16;AUDUSD;-44.00;0;-0.44
2025.07.17 22:16;TOTAL;-81.00;-;-0.81
2025.07.17 22:17;NZDUSD;-34.00;0;-0.34
2025.07.17 22:17;AUDUSD;-45.00;0;-0.45
2025.07.17 22:17;TOTAL;-79.00;-;-0.79
2025.07.17 22:18;NZDUSD;-37.00;0;-0.37
2025.07.17 22:18;AUDUSD;-42.00;0;-0.42
2025.07.17 22:18;TOTAL;-79.00;-;-0.79
2025.07.17 22:19;NZDUSD;-29.00;0;-0.29
2025.07.17 22:19;AUDUSD;-49.00;0;-0.49
2025.07.17 22:19;TOTAL;-78.00;-;-0.78
2025.07.17 22:20;NZDUSD;-40.00;0;-0.40
2025.07.17 22:20;AUDUSD;-41.00;0;-0.41
2025.07.17 22:20;TOTAL;-81.00;-;-0.81
2025.07.17 22:21;NZDUSD;-41.00;0;-0.41
2025.07.17 22:21;AUDUSD;-38.00;0;-0.38
2025.07.17 22:21;TOTAL;-79.00;-;-0.79
2025.07.17 22:22;NZDUSD;-41.00;0;-0.41
2025.07.17 22:22;AUDUSD;-44.00;0;-0.44
2025.07.17 22:22;TOTAL;-85.00;-;-0.85
2025.07.17 22:23;NZDUSD;-36.00;0;-0.36
2025.07.17 22:23;AUDUSD;-41.00;0;-0.41
2025.07.17 22:23;TOTAL;-77.00;-;-0.77
2025.07.17 22:24;NZDUSD;-34.00;0;-0.34
2025.07.17 22:24;AUDUSD;-48.00;0;-0.48
2025.07.17 22:24;TOTAL;-82.00;-;-0.82
2025.07.17 22:25;NZDUSD;-34.00;0;-0.34
2025.07.17 22:25;AUDUSD;-48.00;0;-0.48
2025.07.17 22:25;TOTAL;-82.00;-;-0.82
2025.07.17 22:26;NZDUSD;-33.00;0;-0.33
2025.07.17 22:26;AUDUSD;-48.00;0;-0.48
2025.07.17 22:26;TOTAL;-81.00;-;-0.81
2025.07.17 22:27;NZDUSD;-38.00;0;-0.38
2025.07.17 22:27;AUDUSD;-41.00;0;-0.41
2025.07.17 22:27;TOTAL;-79.00;-;-0.79
2025.07.17 22:28;NZDUSD;-38.00;0;-0.38
2025.07.17 22:28;AUDUSD;-41.00;0;-0.41
2025.07.17 22:28;TOTAL;-79.00;-;-0.79
2025.07.17 22:29;NZDUSD;-40.00;0;-0.40
2025.07.17 22:29;AUDUSD;-37.00;0;-0.37
2025.07.17 22:29;TOTAL;-77.00;-;-0.77
2025.07.17 22:30;NZDUSD;-38.00;0;-0.38
2025.07.17 22:30;AUDUSD;-38.00;0;-0.38
2025.07.17 22:30;TOTAL;-76.00;-;-0.76
2025.07.17 22:31;NZDUSD;-33.00;0;-0.33
2025.07.17 22:31;AUDUSD;-41.00;0;-0.41
2025.07.17 22:31;TOTAL;-74.00;-;-0.74
2025.07.17 22:32;NZDUSD;-34.00;0;-0.34
2025.07.17 22:32;AUDUSD;-38.00;0;-0.38
2025.07.17 22:32;TOTAL;-72.00;-;-0.72
2025.07.17 22:33;NZDUSD;-27.00;0;-0.27
2025.07.17 22:33;AUDUSD;-42.00;0;-0.42
2025.07.17 22:33;TOTAL;-69.00;-;-0.69
2025.07.17 22:34;NZDUSD;-27.00;0;-0.27
2025.07.17 22:34;AUDUSD;-45.00;0;-0.45
2025.07.17 22:34;TOTAL;-72.00;-;-0.72
2025.07.17 22:35;NZDUSD;-24.00;0;-0.24
2025.07.17 22:35;AUDUSD;-45.00;0;-0.45
2025.07.17 22:35;TOTAL;-69.00;-;-0.69
2025.07.17 22:36;NZDUSD;-16.00;0;-0.16
2025.07.17 22:36;AUDUSD;-49.00;0;-0.49
2025.07.17 22:36;TOTAL;-65.00;-;-0.65
2025.07.17 22:37;NZDUSD;-18.00;0;-0.18
2025.07.17 22:37;AUDUSD;-53.00;0;-0.53
2025.07.17 22:37;TOTAL;-71.00;-;-0.71
2025.07.17 22:38;NZDUSD;-16.00;0;-0.16
2025.07.17 22:38;AUDUSD;-51.00;0;-0.51
2025.07.17 22:38;TOTAL;-67.00;-;-0.67
2025.07.17 22:39;NZDUSD;-18.00;0;-0.18
2025.07.17 22:39;AUDUSD;-50.00;0;-0.50
2025.07.17 22:39;TOTAL;-68.00;-;-0.68
2025.07.17 22:40;NZDUSD;-19.00;0;-0.19
2025.07.17 22:40;AUDUSD;-50.00;0;-0.50
2025.07.17 22:40;TOTAL;-69.00;-;-0.69
2025.07.17 22:41;NZDUSD;-24.00;0;-0.24
2025.07.17 22:41;AUDUSD;-46.00;0;-0.46
2025.07.17 22:41;TOTAL;-70.00;-;-0.70
2025.07.17 22:42;NZDUSD;-24.00;0;-0.24
2025.07.17 22:42;AUDUSD;-48.00;0;-0.48
2025.07.17 22:42;TOTAL;-72.00;-;-0.72
2025.07.17 22:43;NZDUSD;-28.00;0;-0.28
2025.07.17 22:43;AUDUSD;-42.00;0;-0.42
2025.07.17 22:43;TOTAL;-70.00;-;-0.70
2025.07.17 22:44;NZDUSD;-24.00;0;-0.24
2025.07.17 22:44;AUDUSD;-45.00;0;-0.45
2025.07.17 22:44;TOTAL;-69.00;-;-0.69
2025.07.17 22:45;NZDUSD;-28.00;0;-0.28
2025.07.17 22:45;AUDUSD;-41.00;0;-0.41
2025.07.17 22:45;TOTAL;-69.00;-;-0.69
2025.07.17 22:46;NZDUSD;-25.00;0;-0.25
2025.07.17 22:46;AUDUSD;-41.00;0;-0.41
2025.07.17 22:46;TOTAL;-66.00;-;-0.66
2025.07.17 22:47;NZDUSD;-27.00;0;-0.27
2025.07.17 22:47;AUDUSD;-42.00;0;-0.42
2025.07.17 22:47;TOTAL;-69.00;-;-0.69
2025.07.17 22:48;NZDUSD;-24.00;0;-0.24
2025.07.17 22:48;AUDUSD;-48.00;0;-0.48
2025.07.17 22:48;TOTAL;-72.00;-;-0.72
2025.07.17 22:49;NZDUSD;-19.00;0;-0.19
2025.07.17 22:49;AUDUSD;-53.00;0;-0.53
2025.07.17 22:49;TOTAL;-72.00;-;-0.72
2025.07.17 22:50;NZDUSD;-24.00;0;-0.24
2025.07.17 22:50;AUDUSD;-42.00;0;-0.42
2025.07.17 22:50;TOTAL;-66.00;-;-0.66
2025.07.17 22:51;NZDUSD;-24.00;0;-0.24
2025.07.17 22:51;AUDUSD;-41.00;0;-0.41
2025.07.17 22:51;TOTAL;-65.00;-;-0.65
2025.07.17 22:52;NZDUSD;-19.00;0;-0.19
2025.07.17 22:52;AUDUSD;-44.00;0;-0.44
2025.07.17 22:52;TOTAL;-63.00;-;-0.63
2025.07.17 22:53;NZDUSD;-20.00;0;-0.20
2025.07.17 22:53;AUDUSD;-45.00;0;-0.45
2025.07.17 22:53;TOTAL;-65.00;-;-0.65
2025.07.17 22:54;NZDUSD;-19.00;0;-0.19
2025.07.17 22:54;AUDUSD;-46.00;0;-0.46
2025.07.17 22:54;TOTAL;-65.00;-;-0.65
2025.07.17 22:55;NZDUSD;-20.00;0;-0.20
2025.07.17 22:55;AUDUSD;-45.00;0;-0.45
2025.07.17 22:55;TOTAL;-65.00;-;-0.65
2025.07.17 22:56;NZDUSD;-24.00;0;-0.24
2025.07.17 22:56;AUDUSD;-45.00;0;-0.45
2025.07.17 22:56;TOTAL;-69.00;-;-0.69
2025.07.17 22:57;NZDUSD;-14.00;0;-0.14
2025.07.17 22:57;AUDUSD;-55.00;0;-0.55
2025.07.17 22:57;TOTAL;-69.00;-;-0.69
2025.07.17 22:58;NZDUSD;-10.00;0;-0.10
2025.07.17 22:58;AUDUSD;-57.00;0;-0.57
2025.07.17 22:58;TOTAL;-67.00;-;-0.67
2025.07.17 22:59;NZDUSD;-19.00;0;-0.19
2025.07.17 22:59;AUDUSD;-50.00;0;-0.50
2025.07.17 22:59;TOTAL;-69.00;-;-0.69
2025.07.17 23:00;NZDUSD;-18.00;0;-0.18
2025.07.17 23:00;AUDUSD;-54.00;0;-0.54
2025.07.17 23:00;TOTAL;-72.00;-;-0.72
2025.07.17 23:01;NZDUSD;-11.00;0;-0.11
2025.07.17 23:01;AUDUSD;-58.00;0;-0.58
2025.07.17 23:01;TOTAL;-69.00;-;-0.69
2025.07.17 23:02;NZDUSD;-10.00;0;-0.10
2025.07.17 23:02;AUDUSD;-58.00;0;-0.58
2025.07.17 23:02;TOTAL;-68.00;-;-0.68
2025.07.17 23:03;NZDUSD;-18.00;0;-0.18
2025.07.17 23:03;AUDUSD;-55.00;0;-0.55
2025.07.17 23:03;TOTAL;-73.00;-;-0.73
2025.07.17 23:04;NZDUSD;-27.00;0;-0.27
2025.07.17 23:04;AUDUSD;-50.00;0;-0.50
2025.07.17 23:04;TOTAL;-77.00;-;-0.77
2025.07.17 23:05;NZDUSD;-19.00;0;-0.19
2025.07.17 23:05;AUDUSD;-57.00;0;-0.57
2025.07.17 23:05;TOTAL;-76.00;-;-0.76
2025.07.17 23:06;NZDUSD;-18.00;0;-0.18
2025.07.17 23:06;AUDUSD;-58.00;0;-0.58
2025.07.17 23:06;TOTAL;-76.00;-;-0.76
2025.07.17 23:07;NZDUSD;-19.00;0;-0.19
2025.07.17 23:07;AUDUSD;-57.00;0;-0.57
2025.07.17 23:07;TOTAL;-76.00;-;-0.76
2025.07.17 23:08;NZDUSD;-19.00;0;-0.19
2025.07.17 23:08;AUDUSD;-58.00;0;-0.58
2025.07.17 23:08;TOTAL;-77.00;-;-0.77
2025.07.17 23:09;NZDUSD;-24.00;0;-0.24
2025.07.17 23:09;AUDUSD;-59.00;0;-0.59
2025.07.17 23:09;TOTAL;-83.00;-;-0.83
2025.07.17 23:10;NZDUSD;-24.00;0;-0.24
2025.07.17 23:10;AUDUSD;-57.00;0;-0.57
2025.07.17 23:10;TOTAL;-81.00;-;-0.81
2025.07.17 23:11;NZDUSD;-27.00;0;-0.27
2025.07.17 23:11;AUDUSD;-57.00;0;-0.57
2025.07.17 23:11;TOTAL;-84.00;-;-0.84
2025.07.17 23:12;NZDUSD;-24.00;0;-0.24
2025.07.17 23:12;AUDUSD;-60.00;0;-0.60
2025.07.17 23:12;TOTAL;-84.00;-;-0.84
2025.07.17 23:13;NZDUSD;-27.00;0;-0.27
2025.07.17 23:13;AUDUSD;-59.00;0;-0.59
2025.07.17 23:13;TOTAL;-86.00;-;-0.86
2025.07.17 23:14;NZDUSD;-20.00;0;-0.20
2025.07.17 23:14;AUDUSD;-60.00;0;-0.60
2025.07.17 23:14;TOTAL;-80.00;-;-0.80
2025.07.17 23:15;NZDUSD;-23.00;0;-0.23
2025.07.17 23:15;AUDUSD;-62.00;0;-0.62
2025.07.17 23:15;TOTAL;-85.00;-;-0.85
2025.07.17 23:16;NZDUSD;-23.00;0;-0.23
2025.07.17 23:16;AUDUSD;-62.00;0;-0.62
2025.07.17 23:16;TOTAL;-85.00;-;-0.85
2025.07.17 23:17;NZDUSD;-18.00;0;-0.18
2025.07.17 23:17;AUDUSD;-62.00;0;-0.62
2025.07.17 23:17;TOTAL;-80.00;-;-0.80
2025.07.17 23:18;NZDUSD;-19.00;0;-0.19
2025.07.17 23:18;AUDUSD;-60.00;0;-0.60
2025.07.17 23:18;TOTAL;-79.00;-;-0.79
2025.07.17 23:19;NZDUSD;-19.00;0;-0.19
2025.07.17 23:19;AUDUSD;-63.00;0;-0.63
2025.07.17 23:19;TOTAL;-82.00;-;-0.82
2025.07.17 23:20;NZDUSD;-21.00;0;-0.21
2025.07.17 23:20;AUDUSD;-50.00;0;-0.50
2025.07.17 23:20;TOTAL;-71.00;-;-0.71
2025.07.17 23:21;NZDUSD;-20.00;0;-0.20
2025.07.17 23:21;AUDUSD;-50.00;0;-0.50
2025.07.17 23:21;TOTAL;-70.00;-;-0.70
2025.07.17 23:22;NZDUSD;-23.00;0;-0.23
2025.07.17 23:22;AUDUSD;-50.00;0;-0.50
2025.07.17 23:22;TOTAL;-73.00;-;-0.73
2025.07.17 23:23;NZDUSD;-27.00;0;-0.27
2025.07.17 23:23;AUDUSD;-38.00;0;-0.38
2025.07.17 23:23;TOTAL;-65.00;-;-0.65
2025.07.17 23:24;NZDUSD;-28.00;0;-0.28
2025.07.17 23:24;AUDUSD;-37.00;0;-0.37
2025.07.17 23:24;TOTAL;-65.00;-;-0.65
2025.07.17 23:25;NZDUSD;-29.00;0;-0.29
2025.07.17 23:25;AUDUSD;-33.00;0;-0.33
2025.07.17 23:25;TOTAL;-62.00;-;-0.62
2025.07.17 23:26;NZDUSD;-28.00;0;-0.28
2025.07.17 23:26;AUDUSD;-32.00;0;-0.32
2025.07.17 23:26;TOTAL;-60.00;-;-0.60
2025.07.17 23:27;NZDUSD;-25.00;0;-0.25
2025.07.17 23:27;AUDUSD;-38.00;0;-0.38
2025.07.17 23:27;TOTAL;-63.00;-;-0.63
2025.07.17 23:28;NZDUSD;-27.00;0;-0.27
2025.07.17 23:28;AUDUSD;-37.00;0;-0.37
2025.07.17 23:28;TOTAL;-64.00;-;-0.64
2025.07.17 23:29;NZDUSD;-23.00;0;-0.23
2025.07.17 23:29;AUDUSD;-42.00;0;-0.42
2025.07.17 23:29;TOTAL;-65.00;-;-0.65
2025.07.17 23:30;NZDUSD;-27.00;0;-0.27
2025.07.17 23:30;AUDUSD;-41.00;0;-0.41
2025.07.17 23:30;TOTAL;-68.00;-;-0.68
2025.07.17 23:31;NZDUSD;-29.00;0;-0.29
2025.07.17 23:31;AUDUSD;-41.00;0;-0.41
2025.07.17 23:31;TOTAL;-70.00;-;-0.70
2025.07.17 23:32;NZDUSD;-27.00;0;-0.27
2025.07.17 23:32;AUDUSD;-42.00;0;-0.42
2025.07.17 23:32;TOTAL;-69.00;-;-0.69
2025.07.17 23:33;NZDUSD;-25.00;0;-0.25
2025.07.17 23:33;AUDUSD;-40.00;0;-0.40
2025.07.17 23:33;TOTAL;-65.00;-;-0.65
2025.07.17 23:34;NZDUSD;-27.00;0;-0.27
2025.07.17 23:34;AUDUSD;-40.00;0;-0.40
2025.07.17 23:34;TOTAL;-67.00;-;-0.67
2025.07.17 23:35;NZDUSD;-19.00;0;-0.19
2025.07.17 23:35;AUDUSD;-41.00;0;-0.41
2025.07.17 23:35;TOTAL;-60.00;-;-0.60
2025.07.17 23:36;NZDUSD;-19.00;0;-0.19
2025.07.17 23:36;AUDUSD;-41.00;0;-0.41
2025.07.17 23:36;TOTAL;-60.00;-;-0.60
2025.07.17 23:37;NZDUSD;-25.00;0;-0.25
2025.07.17 23:37;AUDUSD;-31.00;0;-0.31
2025.07.17 23:37;TOTAL;-56.00;-;-0.56
2025.07.17 23:38;NZDUSD;-19.00;0;-0.19
2025.07.17 23:38;AUDUSD;-42.00;0;-0.42
2025.07.17 23:38;TOTAL;-61.00;-;-0.61
2025.07.17 23:39;NZDUSD;-19.00;0;-0.19
2025.07.17 23:39;AUDUSD;-37.00;0;-0.37
2025.07.17 23:39;TOTAL;-56.00;-;-0.56
2025.07.17 23:40;NZDUSD;-20.00;0;-0.20
2025.07.17 23:40;AUDUSD;-42.00;0;-0.42
2025.07.17 23:40;TOTAL;-62.00;-;-0.62
2025.07.17 23:41;NZDUSD;-19.00;0;-0.19
2025.07.17 23:41;AUDUSD;-45.00;0;-0.45
2025.07.17 23:41;TOTAL;-64.00;-;-0.64
2025.07.17 23:42;NZDUSD;-15.00;0;-0.15
2025.07.17 23:42;AUDUSD;-48.00;0;-0.48
2025.07.17 23:42;TOTAL;-63.00;-;-0.63
2025.07.17 23:43;NZDUSD;-19.00;0;-0.19
2025.07.17 23:43;AUDUSD;-44.00;0;-0.44
2025.07.17 23:43;TOTAL;-63.00;-;-0.63
2025.07.17 23:44;NZDUSD;-18.00;0;-0.18
2025.07.17 23:44;AUDUSD;-45.00;0;-0.45
2025.07.17 23:44;TOTAL;-63.00;-;-0.63
2025.07.17 23:45;NZDUSD;-15.00;0;-0.15
2025.07.17 23:45;AUDUSD;-46.00;0;-0.46
2025.07.17 23:45;TOTAL;-61.00;-;-0.61
2025.07.17 23:46;NZDUSD;-15.00;0;-0.15
2025.07.17 23:46;AUDUSD;-40.00;0;-0.40
2025.07.17 23:46;TOTAL;-55.00;-;-0.55
2025.07.17 23:47;NZDUSD;-15.00;0;-0.15
2025.07.17 23:47;AUDUSD;-36.00;0;-0.36
2025.07.17 23:47;TOTAL;-51.00;-;-0.51
2025.07.17 23:48;NZDUSD;-15.00;0;-0.15
2025.07.17 23:48;AUDUSD;-36.00;0;-0.36
2025.07.17 23:48;TOTAL;-51.00;-;-0.51
2025.07.17 23:49;NZDUSD;-19.00;0;-0.19
2025.07.17 23:49;AUDUSD;-32.00;0;-0.32
2025.07.17 23:49;TOTAL;-51.00;-;-0.51
2025.07.17 23:50;NZDUSD;-23.00;0;-0.23
2025.07.17 23:50;AUDUSD;-27.00;0;-0.27
2025.07.17 23:50;TOTAL;-50.00;-;-0.50
2025.07.17 23:51;NZDUSD;-14.00;0;-0.14
2025.07.17 23:51;AUDUSD;-28.00;0;-0.28
2025.07.17 23:51;TOTAL;-42.00;-;-0.42
2025.07.17 23:52;NZDUSD;-15.00;0;-0.15
2025.07.17 23:52;AUDUSD;-27.00;0;-0.27
2025.07.17 23:52;TOTAL;-42.00;-;-0.42
2025.07.17 23:53;NZDUSD;-14.00;0;-0.14
2025.07.17 23:53;AUDUSD;-27.00;0;-0.27
2025.07.17 23:53;TOTAL;-41.00;-;-0.41
2025.07.17 23:54;NZDUSD;-12.00;0;-0.12
2025.07.17 23:54;AUDUSD;-28.00;0;-0.28
2025.07.17 23:54;TOTAL;-40.00;-;-0.40
2025.07.17 23:55;NZDUSD;-14.00;0;-0.14
2025.07.17 23:55;AUDUSD;-27.00;0;-0.27
2025.07.17 23:55;TOTAL;-41.00;-;-0.41
2025.07.17 23:56;NZDUSD;-14.00;0;-0.14
2025.07.17 23:56;AUDUSD;-25.00;0;-0.25
2025.07.17 23:56;TOTAL;-39.00;-;-0.39
2025.07.17 23:57;NZDUSD;-12.00;0;-0.12
2025.07.17 23:57;AUDUSD;-35.00;0;-0.35
2025.07.17 23:57;TOTAL;-47.00;-;-0.47
2025.07.17 23:58;NZDUSD;-15.00;0;-0.15
2025.07.17 23:58;AUDUSD;-25.00;0;-0.25
2025.07.17 23:58;TOTAL;-40.00;-;-0.40
2025.07.17 23:59;NZDUSD;-16.00;0;-0.16
2025.07.17 23:59;AUDUSD;-31.00;0;-0.31
2025.07.17 23:59;TOTAL;-47.00;-;-0.47
2025.07.18 00:00;NZDUSD;-86.76;0;-0.87
2025.07.18 00:00;AUDUSD;-43.11;0;-0.43
2025.07.18 00:00;TOTAL;-129.87;-;-1.30
2025.07.18 00:01;NZDUSD;-83.76;0;-0.84
2025.07.18 00:01;AUDUSD;-43.11;0;-0.43
2025.07.18 00:01;TOTAL;-126.87;-;-1.27
2025.07.18 00:02;NZDUSD;-83.76;0;-0.84
2025.07.18 00:02;AUDUSD;-43.11;0;-0.43
2025.07.18 00:02;TOTAL;-126.87;-;-1.27
2025.07.18 00:03;NZDUSD;-83.76;0;-0.84
2025.07.18 00:03;AUDUSD;-43.11;0;-0.43
2025.07.18 00:03;TOTAL;-126.87;-;-1.27
2025.07.18 00:04;NZDUSD;-34.76;0;-0.35
2025.07.18 00:04;AUDUSD;-43.11;0;-0.43
2025.07.18 00:04;TOTAL;-77.87;-;-0.78
2025.07.18 00:05;NZDUSD;-34.76;0;-0.35
2025.07.18 00:05;AUDUSD;-43.11;0;-0.43
2025.07.18 00:05;TOTAL;-77.87;-;-0.78
2025.07.18 00:06;NZDUSD;-34.76;0;-0.35
2025.07.18 00:06;AUDUSD;-43.11;0;-0.43
2025.07.18 00:06;TOTAL;-77.87;-;-0.78
2025.07.18 00:07;NZDUSD;-34.76;0;-0.35
2025.07.18 00:07;AUDUSD;-43.11;0;-0.43
2025.07.18 00:07;TOTAL;-77.87;-;-0.78
2025.07.18 00:08;NZDUSD;-34.76;0;-0.35
2025.07.18 00:08;AUDUSD;-43.11;0;-0.43
2025.07.18 00:08;TOTAL;-77.87;-;-0.78
2025.07.18 00:09;NZDUSD;-34.76;0;-0.35
2025.07.18 00:09;AUDUSD;-43.11;0;-0.43
2025.07.18 00:09;TOTAL;-77.87;-;-0.78
2025.07.18 00:10;NZDUSD;-34.76;0;-0.35
2025.07.18 00:10;AUDUSD;-43.11;0;-0.43
2025.07.18 00:10;TOTAL;-77.87;-;-0.78
2025.07.18 00:11;NZDUSD;-34.76;0;-0.35
2025.07.18 00:11;AUDUSD;-43.11;0;-0.43
2025.07.18 00:11;TOTAL;-77.87;-;-0.78
2025.07.18 00:12;NZDUSD;-34.76;0;-0.35
2025.07.18 00:12;AUDUSD;-38.11;0;-0.38
2025.07.18 00:12;TOTAL;-72.87;-;-0.73
2025.07.18 00:13;NZDUSD;-30.76;0;-0.31
2025.07.18 00:13;AUDUSD;-43.11;0;-0.43
2025.07.18 00:13;TOTAL;-73.87;-;-0.74
2025.07.18 00:14;NZDUSD;-30.76;0;-0.31
2025.07.18 00:14;AUDUSD;-43.11;0;-0.43
2025.07.18 00:14;TOTAL;-73.87;-;-0.74
2025.07.18 00:15;NZDUSD;-30.76;0;-0.31
2025.07.18 00:15;AUDUSD;-43.11;0;-0.43
2025.07.18 00:15;TOTAL;-73.87;-;-0.74
2025.07.18 00:16;NZDUSD;-30.76;0;-0.31
2025.07.18 00:16;AUDUSD;-43.11;0;-0.43
2025.07.18 00:16;TOTAL;-73.87;-;-0.74
2025.07.18 00:17;NZDUSD;-30.76;0;-0.31
2025.07.18 00:17;AUDUSD;-43.11;0;-0.43
2025.07.18 00:17;TOTAL;-73.87;-;-0.74
2025.07.18 00:18;NZDUSD;-30.76;0;-0.31
2025.07.18 00:18;AUDUSD;-43.11;0;-0.43
2025.07.18 00:18;TOTAL;-73.87;-;-0.74
2025.07.18 00:19;NZDUSD;-30.76;0;-0.31
2025.07.18 00:19;AUDUSD;-43.11;0;-0.43
2025.07.18 00:19;TOTAL;-73.87;-;-0.74
2025.07.18 00:20;NZDUSD;-48.76;0;-0.49
2025.07.18 00:20;AUDUSD;-46.11;0;-0.46
2025.07.18 00:20;TOTAL;-94.87;-;-0.95
2025.07.18 00:21;NZDUSD;-48.76;0;-0.49
2025.07.18 00:21;AUDUSD;-46.11;0;-0.46
2025.07.18 00:21;TOTAL;-94.87;-;-0.95
2025.07.18 00:22;NZDUSD;-48.76;0;-0.49
2025.07.18 00:22;AUDUSD;-41.11;0;-0.41
2025.07.18 00:22;TOTAL;-89.87;-;-0.90
2025.07.18 00:23;NZDUSD;-48.76;0;-0.49
2025.07.18 00:23;AUDUSD;-41.11;0;-0.41
2025.07.18 00:23;TOTAL;-89.87;-;-0.90
2025.07.18 00:24;NZDUSD;-35.76;0;-0.36
2025.07.18 00:24;AUDUSD;-41.11;0;-0.41
2025.07.18 00:24;TOTAL;-76.87;-;-0.77
2025.07.18 00:25;NZDUSD;-35.76;0;-0.36
2025.07.18 00:25;AUDUSD;-46.11;0;-0.46
2025.07.18 00:25;TOTAL;-81.87;-;-0.82
2025.07.18 00:26;NZDUSD;-35.76;0;-0.36
2025.07.18 00:26;AUDUSD;-46.11;0;-0.46
2025.07.18 00:26;TOTAL;-81.87;-;-0.82
2025.07.18 00:27;NZDUSD;-35.76;0;-0.36
2025.07.18 00:27;AUDUSD;-46.11;0;-0.46
2025.07.18 00:27;TOTAL;-81.87;-;-0.82
2025.07.18 00:28;NZDUSD;-22.76;0;-0.23
2025.07.18 00:28;AUDUSD;-46.11;0;-0.46
2025.07.18 00:28;TOTAL;-68.87;-;-0.69
2025.07.18 00:29;NZDUSD;-22.76;0;-0.23
2025.07.18 00:29;AUDUSD;-71.11;0;-0.71
2025.07.18 00:29;TOTAL;-93.87;-;-0.94
2025.07.18 00:30;NZDUSD;-22.76;0;-0.23
2025.07.18 00:30;AUDUSD;-46.11;0;-0.46
2025.07.18 00:30;TOTAL;-68.87;-;-0.69
2025.07.18 00:31;NZDUSD;-21.76;0;-0.22
2025.07.18 00:31;AUDUSD;-46.11;0;-0.46
2025.07.18 00:31;TOTAL;-67.87;-;-0.68
